Food,Measure,Grams,Calories,Protein,Fat,Sat.Fat,Fiber,Carbs,Category
Whole-wheat_var5,1 slice,23,55,2,1,0,0.31,11,"Breads, cereals, fastfood,grains"
Corn bread ground meal_var5,1 serving,50,100,3,4,2,0.3,15,"Breads, cereals, fastfood,grains"
Cornflakes_var5,1 cup,25,110,2,t,0,0.1,25,"Breads, cereals, fastfood,grains"
Corn grits cooked_var5,1 cup,242,120,8,t,0,0.2,27,"Breads, cereals, fastfood,grains"
Corn meal_var5,1 cup,118,360,9,4,2,1.6,74,"Breads, cereals, fastfood,grains"
Crackers_var5,2 med.,14,55,1,1,0,t,10,"Breads, cereals, fastfood,grains"
"Soda, 2 1/2 square_var5",2,11,45,1,1,0,t,8,"Breads, cereals, fastfood,grains"
Farina_var5,1 cup,238,105,3,t,0,8,22,"Breads, cereals, fastfood,grains"
Flour_var5,1 cup,110,460,39,22,0,2.9,33,"Breads, cereals, fastfood,grains"
Wheat (all purpose)_var5,1 cup,110,400,12,1,0,0.3,84,"Breads, cereals, fastfood,grains"
Wheat (whole)_var5,1 cup,120,390,13,2,0,2.8,79,"Breads, cereals, fastfood,grains"
Macaroni_var5,1 cup,140,155,5,1,0,0.1,32,"Breads, cereals, fastfood,grains"
Baked with cheese_var5,1 cup,220,475,18,25,24,t,44,"Breads, cereals, fastfood,grains"
Muffins_var5,1,48,135,4,5,4,t,19,"Breads, cereals, fastfood,grains"
Noodles_var5,1 cup,160,200,7,2,2,0.1,37,"Breads, cereals, fastfood,grains"
Oatmeal_var5,1 cup,236,150,5,3,2,4.6,26,"Breads, cereals, fastfood,grains"
"Pancakes 4"" diam._var5",4,108,250,7,9,0,0.1,28,"Breads, cereals, fastfood,grains"
"Wheat, pancakes 4"" diam._var5",4,108,250,7,9,0,0.1,28,"Breads, cereals, fastfood,grains"
"Pizza 14"" diam._var5",1 section,75,180,8,6,5,t,23,"Breads, cereals, fastfood,grains"
Popcorn salted_var5,2 cups,28,152,3,7,2,0.5,20,"Breads, cereals, fastfood,grains"
Puffed rice_var5,1 cup,14,55,t,t,0,t,12,"Breads, cereals, fastfood,grains"
Puffed wheat presweetened_var5,1 cup,28,105,1,t,0,0.6,26,"Breads, cereals, fastfood,grains"
Rice_var5,1 cup,208,748,15,3,0,1.2,154,"Breads, cereals, fastfood,grains"
Converted_var5,1 cup,187,677,14,t,0,0.4,142,"Breads, cereals, fastfood,grains"
White_var5,1 cup,191,692,14,t,0,0.3,150,"Breads, cereals, fastfood,grains"
Rice flakes_var5,1 cup,30,115,2,t,0,0.1,26,"Breads, cereals, fastfood,grains"
Rice polish_var5,1/2 cup,50,132,6,6,0,1.2,28,"Breads, cereals, fastfood,grains"
Rolls_var5,1 large,50,411,3,12,11,0.1,23,"Breads, cereals, fastfood,grains"
of refined flour_var5,1,38,115,3,2,2,t,20,"Breads, cereals, fastfood,grains"
whole-wheat_var5,1,40,102,4,1,0,0.1,20,"Breads, cereals, fastfood,grains"
Spaghetti with meat sauce_var5,1 cup,250,285,13,10,6,0.5,35,"Breads, cereals, fastfood,grains"
with tomatoes and cheese_var5,1 cup,250,210,6,5,3,0.5,36,"Breads, cereals, fastfood,grains"
Spanish rice_var5,1 cup,250,217,4,4,0,1.2,40,"Breads, cereals, fastfood,grains"
Shredded wheat biscuit_var5,1,28,100,3,1,0,0.7,23,"Breads, cereals, fastfood,grains"
Waffles_var5,1,75,240,8,9,1,0.1,30,"Breads, cereals, fastfood,grains"
Wheat germ_var5,1 cup,68,245,17,7,3,2.5,34,"Breads, cereals, fastfood,grains"
Wheat-germ cereal toasted_var5,1 cup,65,260,20,7,3,2.5,36,"Breads, cereals, fastfood,grains"
Wheat meal cereal unrefined_var5,3/4 cup,30,103,4,1,0,0.7,25,"Breads, cereals, fastfood,grains"
"Wheat, cooked_var5",3/4 cup,200,275,12,1,0,4.4,35,"Breads, cereals, fastfood,grains"
Bean soups_var5,1 cup,250,190,8,5,4,0.6,30,Soups
Beef soup_var5,1 cup,250,100,6,4,4,0.5,11,Soups
Bouillon_var5,1 cup,240,24,5,0,0,0,0,Soups
chicken soup_var5,1 cup,250,75,4,2,2,0,10,Soups
Clam chowder_var5,1 cup,255,85,5,2,8,0.5,12,Soups
Cream soups_var5,1 cup,255,200,7,12,11,1.2,18,Soups
Noodle_var5,1 cup,250,115,6,4,3,0.2,13,Soups
Split-pea soup_var5,1 cup,250,147,8,3,3,0.5,25,Soups
Tomato soup_var5,1 cup,245,175,6,7,6,0.5,22,Soups
Vegetable_var5,1 cup,250,80,4,2,2,0,14,Soups
Apple betty_var5,1 serving,100,150,1,4,0,0.5,29,"Desserts, sweets"
Bread pudding_var5,3/4 cup,200,374,11,12,11,0.2,56,"Desserts, sweets"
Cakes_var5,1 slice,40,110,3,t,0,0,23,"Desserts, sweets"
Chocolate fudge_var5,1 slice,120,420,5,14,12,0.3,70,"Desserts, sweets"
Cupcake_var5,1,50,160,3,3,2,t,31,"Desserts, sweets"
Fruit cake_var5,1 slice,30,105,2,4,3,0.2,17,"Desserts, sweets"
Gingerbread_var5,1 slice,55,180,2,7,6,t,28,"Desserts, sweets"
"Plain, with no icing_var5",1 slice,55,180,4,5,4,t,31,"Desserts, sweets"
Sponge cake_var5,1 slice,40,115,3,2,2,0,22,"Desserts, sweets"
Candy_var5,5,25,104,t,3,3,0,19,"Desserts, sweets"
Chocolate creams_var5,2,30,130,t,4,4,0,24,"Desserts, sweets"
Fudge_var5,2 pieces,90,370,t,12,11,0.1,80,"Desserts, sweets"
Hard candies_var5,1 oz.,28,90,t,0,0,0,28,"Desserts, sweets"
Marshmallows_var5,5,30,98,1,0,0,0,23,"Desserts, sweets"
Milk chocolate_var5,2-oz. bar,56,290,2,6,6,0.2,44,"Desserts, sweets"
Chocolate syrup_var5,2 T.,40,80,t,t,t,0,22,"Desserts, sweets"
Doughnuts_var5,1,33,135,2,7,4,t,17,"Desserts, sweets"
"Gelatin, made with water_var5",1 cup,239,155,4,t,t,0,36,"Desserts, sweets"
Honey_var5,2 T.,42,120,t,0,0,0,30,"Jams, Jellies"
Ice cream_var5,2 cups,300,250,0,0,12,10,0,"Desserts, sweets"
Ices_var5,1 cup,150,117,0,0,0,0,48,"Desserts, sweets"
preserves_var5,1 T.,20,55,0,0,0,t,14,"Jams, Jellies"
Jellies_var5,1 T.,20,50,0,0,0,0,13,"Jams, Jellies"
Molasses_var5,1 T.,20,45,0,0,0,8,11,"Jams, Jellies"
Cane Syrup_var5,1 T.,20,50,0,0,0,0,13,"Jams, Jellies"
"9"" diam. pie_var5",1 slice,135,330,3,13,11,0.1,53,"Desserts, sweets"
Cherry Pie_var5,1 slice,135,340,3,13,11,0.1,55,"Desserts, sweets"
Custard_var5,1 slice,130,265,7,11,10,0,34,"Desserts, sweets"
Lemon meringue_var5,1 slice,120,300,4,12,10,0.1,45,"Desserts, sweets"
Mince_var5,1 slice,135,340,3,9,8,0.7,62,"Desserts, sweets"
Pumpkin Pie_var5,1 slice,130,265,5,12,11,8,34,"Desserts, sweets"
Puddings Sugar_var5,1 cup,200,770,0,0,0,0,199,"Desserts, sweets"
3 teaspoons sugar_var5,1 T.,12,50,0,0,0,0,12,"Desserts, sweets"
"Brown, firm-packed, dark sugar_var5",1 cup,220,815,0,t,0,0,210,"Jams, Jellies"
Syrup_var5,2 T.,40,100,0,0,0,0,25,"Jams, Jellies"
table blends sugar_var5,2 T.,40,110,0,0,0,0,29,"Jams, Jellies"
Tapioca cream pudding_var5,1 cup,250,335,10,10,9,0,42,"Desserts, sweets"
Almonds_var5,1/2 cup,70,425,13,38,28,1.8,13,Seeds and Nuts
roasted and salted_var5,1/2 cup,70,439,13,40,31,1.8,13,Seeds and Nuts
Brazil nuts_var5,1/2 cup,70,457,10,47,31,2,7,Seeds and Nuts
Cashews_var5,1/2 cup,70,392,12,32,28,0.9,20,Seeds and Nuts
coconut sweetened_var5,1/2 cup,50,274,1,20,19,2,26,Seeds and Nuts
Peanut butter_var5,1/3 cup,50,300,12,25,17,0.9,9,Seeds and Nuts
"Peanut butter, natural_var5",1/3 cup,50,284,13,24,10,0.9,8,Seeds and Nuts
Peanuts_var5,1/3 cup,50,290,13,25,16,1.2,9,Seeds and Nuts
Pecans_var5,1/2 cup,52,343,5,35,25,1.1,7,Seeds and Nuts
Sesame seeds_var5,1/2 cup,50,280,9,24,13,3.1,10,Seeds and Nuts
Sunflower seeds_var5,1/2 cup,50,280,12,26,7,1.9,10,Seeds and Nuts
Walnuts_var5,1/2 cup,50,325,7,32,7,1,8,Seeds and Nuts
Beer_var5,2 cups,480,228,t,0,0,0,8,"Drinks,Alcohol, Beverages"
Gin_var5,1 oz.,28,70,0,0,0,0,t,"Drinks,Alcohol, Beverages"
Wines_var5,1/2 cup,120,164,t,0,0,0,9,"Drinks,Alcohol, Beverages"
Table (12.2% alcohol)_var5,1/2 cup,120,100,t,0,0,0,5,"Drinks,Alcohol, Beverages"
Carbonated drinks Artificially sweetened_var5,12 oz.,346,0,0,0,0,0,0,"Drinks,Alcohol, Beverages"
Club soda_var5,12 oz.,346,0,0,0,0,0,0,"Drinks,Alcohol, Beverages"
Cola drinks_var5,12 oz.,346,137,0,0,0,0,38,"Drinks,Alcohol, Beverages"
Fruit-flavored soda_var5,12 oz.,346,161,0,0,0,0,42,"Drinks,Alcohol, Beverages"
Ginger ale_var5,12 oz.,346,105,0,0,0,0,28,"Drinks,Alcohol, Beverages"
Root beer_var5,12 oz.,346,140,0,0,0,0,35,"Drinks,Alcohol, Beverages"
Coffee_var5,1 cup,230,3,t,0,0,0,1,"Drinks,Alcohol, Beverages"
Tea_var5,1 cup,230,4,0,t,0,0,1,"Drinks,Alcohol, Beverages"
